STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
ASSAM,C.I.D.,2011,0,0,0,1,0,0,4,0,19,0,0,0,0,0,0,0,57
ASSAM,CACHAR,2011,64,7,74,178,25,20,559,245,66,6,35,397,4,0,498,0,4286
ASSAM,CHIRANG,2011,27,0,30,43,6,21,73,9,16,1,4,17,4,0,51,0,676
ASSAM,DARRANG,2011,34,3,95,200,4,5,173,28,91,0,7,179,2,2,164,0,2622
ASSAM,DHEMAJI,2011,23,14,62,63,7,11,90,22,15,0,10,144,5,0,122,0,1092
ASSAM,DHUBRI,2011,61,19,157,307,20,36,223,444,82,14,103,525,12,2,693,0,4244
ASSAM,DIBRUGARH,2011,89,0,54,135,1,23,437,22,102,0,0,104,0,0,135,0,2529
ASSAM,G.R.P.,2011,7,0,1,8,11,3,166,8,1,0,0,6,0,0,0,0,342
ASSAM,GOALPARA,2011,39,5,99,100,10,13,189,142,49,0,7,244,3,0,142,2,2203
ASSAM,GOLAGHAT,2011,56,56,54,159,6,29,224,4,44,0,17,356,1,0,194,0,2012
ASSAM,GUWAHATI CITY,2011,58,59,56,366,22,252,2236,111,259,11,3,469,10,0,213,0,10545
ASSAM,HAILAKANDI,2011,20,2,61,78,4,6,124,153,23,2,29,29,4,0,126,0,1355
ASSAM,JORHAT,2011,48,9,49,85,5,30,347,19,76,4,6,450,2,0,172,0,2147
ASSAM,KAMRUP,2011,44,4,63,156,19,36,375,42,41,1,12,179,6,0,147,0,2868
ASSAM,KARBI ANGLONG,2011,48,27,13,47,5,8,140,28,21,3,8,64,0,0,20,0,759
ASSAM,KARIMGANJ,2011,45,25,46,79,18,9,162,81,32,2,35,261,4,0,194,0,2031
ASSAM,KOKRAJHAR,2011,51,27,52,105,8,17,155,64,39,0,32,166,1,0,120,0,1238
ASSAM,LAKHIMPUR,2011,38,16,52,143,6,15,161,39,7,0,16,352,0,0,119,0,2010
ASSAM,MORIGAON,2011,27,8,54,96,3,5,62,103,41,2,3,112,3,0,112,0,1204
ASSAM,N.C.HILLS,2011,16,2,3,19,0,2,46,0,4,0,9,33,1,0,4,0,220
ASSAM,NAGAON,2011,91,70,165,374,52,139,448,279,75,3,84,716,20,4,772,0,5998
ASSAM,NALBARI,2011,20,10,28,95,21,19,210,18,54,0,9,370,4,0,140,0,1832
ASSAM,R.P.O.,2011,6,0,5,3,1,0,8,10,0,0,0,2,0,0,10,0,78
ASSAM,SIBSAGAR,2011,61,30,49,132,1,31,379,39,80,2,15,334,8,0,99,0,2254
ASSAM,SONITPUR,2011,84,14,96,262,11,19,386,58,87,0,19,267,12,0,346,0,3631
ASSAM,TINSUKIA,2011,98,49,61,153,6,34,400,45,60,2,13,254,1,0,121,0,2285
ASSAM,UDALGURI,2011,37,11,28,67,5,12,74,8,18,0,13,139,1,0,45,0,954
ASSAM,TOTAL,2011,1303,504,1700,3764,305,837,8309,2328,1495,60,506,6306,121,8,5246,2,66714
BIHAR,ARARIA,2011,69,44,69,115,19,45,262,266,14,0,14,98,26,0,24,0,2914
BIHAR,ARWAL,2011,23,69,5,17,2,6,85,49,21,0,8,72,24,0,8,0,799
BIHAR,AURANGABAD,2011,88,105,18,62,31,38,299,334,168,0,13,366,30,0,152,0,3409
BIHAR,BAGAHA,2011,38,45,16,62,2,13,135,137,100,0,11,184,13,0,15,0,1623
BIHAR,BANKA,2011,51,55,26,66,10,14,135,124,20,1,19,369,31,0,26,0,1765
BIHAR,BEGUSARAI,2011,100,40,17,119,12,40,345,257,87,0,20,595,39,0,39,0,3420
BIHAR,BETTIAH,2011,74,12,21,118,0,14,445,245,77,1,16,226,32,0,67,0,3903
BIHAR,BHABHUA,2011,57,62,9,57,4,29,219,157,34,0,30,255,33,0,17,0,2025
BIHAR,BHAGALPUR,2011,85,51,23,106,7,36,396,216,68,3,41,527,12,0,17,0,3024
BIHAR,BHOJPUR,2011,96,41,16,64,13,35,351,140,91,2,13,328,40,0,72,0,3564
BIHAR,BUXAR,2011,65,34,13,76,15,40,254,214,75,0,6,657,37,0,59,0,2236
BIHAR,DARBHANGA,2011,71,92,34,128,15,17,447,489,143,0,27,1155,38,0,284,0,5387
BIHAR,GAYA,2011,155,22,23,155,45,70,757,262,137,1,17,1200,56,0,47,0,5207
BIHAR,GOPALGANJ,2011,77,169,17,139,6,10,225,276,166,0,26,576,35,0,56,0,3334
BIHAR,JAMALPUR RLY.,2011,6,0,0,3,5,2,190,6,1,0,0,0,0,0,1,0,290
BIHAR,JAMUI,2011,66,140,23,71,19,28,184,174,50,0,32,589,13,0,40,0,1902
BIHAR,JEHANABAD,2011,51,10,10,31,1,19,181,135,30,9,4,79,20,0,22,0,1658
BIHAR,KATIHAR,2011,83,82,103,126,17,29,292,238,95,5,7,1157,29,0,25,1,3653
BIHAR,KATIHAR RLY.,2011,17,1,2,8,0,7,191,7,4,1,0,39,0,0,2,0,390
BIHAR,KHAGARIA,2011,55,45,14,53,6,16,105,204,20,1,15,429,15,0,26,0,1899
BIHAR,KISHANGANJ,2011,34,5,30,63,11,10,179,122,5,0,0,194,13,0,50,0,1225
BIHAR,LAKHISARAI,2011,40,8,5,51,6,19,126,100,47,1,9,180,14,0,44,0,1243
BIHAR,MADHEPURA,2011,44,12,8,78,6,30,163,231,62,0,7,299,11,0,21,0,1810
BIHAR,MADHUBANI,2011,81,8,44,182,18,35,392,388,37,2,0,940,35,0,138,0,4660
BIHAR,MOTIHARI,2011,136,741,37,209,13,58,580,641,135,10,33,1055,69,0,57,0,7489
BIHAR,MUNGER,2011,68,49,7,72,12,44,220,159,78,0,7,731,10,0,49,0,1981
BIHAR,MUZAFFARPUR,2011,154,24,56,255,30,86,1134,445,226,0,36,247,76,0,91,2,6827
BIHAR,MUZAFFARPUR RLY.,2011,11,2,0,6,8,6,267,10,10,0,0,7,1,0,0,0,524
BIHAR,NALANDA,2011,84,61,15,81,2,27,247,163,140,0,10,1116,55,0,96,0,4527
BIHAR,NAUGACHIA,2011,44,20,7,38,5,9,49,118,60,0,7,223,8,0,44,0,1478
BIHAR,NAWADAH,2011,74,29,12,63,16,21,180,197,79,2,5,176,21,0,57,0,2523
BIHAR,PATNA,2011,248,25,41,364,52,161,2879,534,686,20,3,1036,112,2,317,0,13712
BIHAR,PATNA RLY.,2011,16,10,1,6,7,17,770,20,13,0,0,0,2,0,0,0,1143
BIHAR,PURNEA,2011,86,48,62,131,9,22,186,178,230,0,51,275,13,3,140,0,3332
BIHAR,ROHTAS,2011,126,95,20,106,23,45,607,249,85,0,59,1521,32,0,57,0,4203
BIHAR,SAHARSA,2011,34,109,8,63,5,36,125,288,73,0,15,216,17,0,27,1,2020
BIHAR,SAMASTIPUR,2011,107,221,40,166,14,54,338,336,91,4,37,308,46,2,66,0,4216
BIHAR,SARAN,2011,123,408,10,146,10,43,524,428,76,0,28,646,74,0,131,1,5200
BIHAR,SHEIKHPURA,2011,33,8,3,22,3,5,95,47,44,0,5,188,8,0,35,0,1031
BIHAR,SHEOHAR,2011,13,23,4,25,25,8,45,55,9,0,5,324,5,1,15,0,614
BIHAR,SITAMARHI,2011,71,33,8,58,18,39,458,229,20,0,20,44,29,0,33,0,3624
BIHAR,SIWAN,2011,85,180,16,196,13,16,309,295,55,0,15,175,139,3,53,5,3408
BIHAR,SUPAUL,2011,49,12,23,78,5,13,233,253,38,0,10,313,24,0,28,0,2043
BIHAR,VAISHALI,2011,110,77,18,233,16,69,688,352,76,1,24,276,76,0,59,0,4661
BIHAR,TOTAL,2011,3198,3327,934,4268,556,1381,16292,9768,3776,64,705,19391,1413,11,2607,10,135896
CHHATTISGARH,BALRAMPUR,2011,39,27,55,2,6,6,19,29,9,0,5,100,3,0,23,0,908
CHHATTISGARH,BILASPUR,2011,112,43,70,24,1,57,587,153,84,8,26,1874,17,4,72,0,5446
CHHATTISGARH,BIZAPUR,2011,60,91,4,4,5,2,15,0,8,0,9,5,0,0,3,0,325
CHHATTISGARH,DANTEWARA,2011,54,69,8,9,12,2,42,31,12,0,13,29,0,1,9,0,674
CHHATTISGARH,DHAMTARI,2011,13,7,27,18,0,7,81,12,34,1,4,61,4,3,16,0,1190
CHHATTISGARH,DURG,2011,93,91,115,115,4,83,945,75,174,13,36,226,13,43,131,1,11218
CHHATTISGARH,GARIYABAND,2011,28,14,21,4,3,2,38,6,6,0,9,267,5,1,8,0,687
CHHATTISGARH,GRP RAIPUR,2011,4,0,2,0,0,2,193,2,2,0,1,12,1,0,1,0,277
CHHATTISGARH,JAGDALPUR,2011,66,22,68,9,3,11,102,28,18,2,12,732,0,3,19,0,2262
CHHATTISGARH,JANJGIR,2011,43,26,33,13,1,44,314,120,40,4,24,1194,15,15,104,0,3335
CHHATTISGARH,JASHPUR,2011,78,14,78,49,2,14,80,19,32,3,4,88,1,2,36,0,1312
CHHATTISGARH,KABIRDHAM,2011,16,18,23,16,0,5,83,37,39,1,3,523,2,7,14,0,1417
CHHATTISGARH,KANKER,2011,51,26,29,8,8,8,36,30,7,0,15,30,4,2,10,0,929
CHHATTISGARH,KORBA,2011,34,13,39,5,2,36,229,64,22,7,16,706,5,12,48,0,2448
CHHATTISGARH,KORIYA,2011,45,20,72,16,1,10,104,21,31,1,2,536,3,1,55,1,1690
CHHATTISGARH,MAHASAMUND,2011,22,14,30,37,1,14,183,40,51,2,9,114,2,11,31,0,2140
CHHATTISGARH,NARAYANPUR,2011,29,34,5,2,8,1,5,0,1,0,5,25,0,1,0,0,179
CHHATTISGARH,RAIGARH,2011,87,51,62,15,1,33,373,66,64,7,13,688,11,6,32,0,3024
CHHATTISGARH,RAIPUR,2011,95,84,133,55,7,74,1441,137,239,9,50,3161,11,53,100,0,10652
CHHATTISGARH,RAJNANDGAON,2011,43,34,38,22,0,23,166,20,26,7,16,91,4,3,23,0,3133
CHHATTISGARH,SARGUJA,2011,54,33,65,32,3,24,186,28,38,0,9,84,0,3,36,0,2312
CHHATTISGARH,SURAJPUR,2011,44,16,76,17,0,12,93,16,43,0,8,559,3,3,63,0,1660
CHHATTISGARH,TOTAL,2011,1110,747,1053,472,68,470,5315,934,980,65,289,11105,104,174,834,2,57218
GOA,NORTH GOA,2011,33,10,13,14,1,15,676,45,88,22,18,131,1,9,10,0,2056
GOA,SOUTH GOA,2011,15,12,16,14,1,11,439,29,54,9,6,84,0,3,8,0,1393
GOA,TOTAL,2011,48,22,29,28,2,26,1115,74,142,31,24,215,1,12,18,0,3449
GUJARAT,AHMEDABAD COMMR.,2011,95,69,60,230,31,720,3874,156,288,10,6,1427,19,16,1390,0,20203
GUJARAT,AHMEDABAD RURAL,2011,36,16,10,74,16,37,319,90,24,8,7,338,1,0,131,0,3688
GUJARAT,AHWA-DANG,2011,6,3,1,0,0,0,13,0,1,1,1,16,1,0,8,0,227
GUJARAT,AMRELI,2011,26,3,10,79,1,12,134,44,16,8,6,231,0,1,143,0,2126
GUJARAT,ANAND,2011,19,4,10,45,4,8,358,37,21,5,11,299,0,0,196,0,3154
GUJARAT,BHARUCH,2011,34,10,13,28,9,14,341,51,13,8,4,235,0,0,4,0,2931
GUJARAT,BHAVNAGAR,2011,55,26,8,88,1,25,449,81,45,22,15,486,0,33,181,0,4257
GUJARAT,CID CRIME,2011,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,12
GUJARAT,DAHOD,2011,41,11,6,53,15,29,214,49,11,2,21,711,0,0,14,0,1910
GUJARAT,GANDHINAGAR,2011,27,9,14,21,6,20,447,38,45,10,4,197,0,1,132,0,5716
GUJARAT,HIMATNAGAR,2011,35,5,10,48,6,8,244,46,36,9,9,151,0,4,229,0,4667
GUJARAT,JAMNAGAR,2011,40,25,21,65,10,20,460,124,47,2,5,479,0,8,356,0,5126
GUJARAT,JUNAGADH,2011,31,13,11,69,4,13,380,95,35,8,16,445,1,4,423,0,4196
GUJARAT,KHEDA NORTH,2011,45,8,12,53,7,13,211,30,37,12,6,280,0,0,132,0,4868
GUJARAT,KUTCH (EAST(G)),2011,35,11,8,24,3,22,256,34,24,3,4,233,2,1,137,0,2626
GUJARAT,KUTCH (WEST-BHUJ),2011,24,12,15,15,2,6,212,46,13,3,6,165,0,0,108,0,1919
GUJARAT,MEHSANA,2011,28,15,9,71,8,30,581,67,47,15,15,446,2,2,242,0,4368
GUJARAT,NARMADA,2011,14,2,7,4,1,0,14,7,3,0,0,82,0,0,5,0,625
GUJARAT,NAVSARI,2011,21,9,2,10,3,8,142,19,13,8,2,63,0,2,31,0,1370
GUJARAT,PALANPUR,2011,52,22,38,92,7,62,400,66,47,11,25,505,1,1,349,0,5273
GUJARAT,PANCHMAHAL,2011,49,17,10,60,15,15,184,38,21,7,18,279,0,0,249,0,3540
GUJARAT,PATAN,2011,16,15,16,47,9,22,282,44,18,6,20,373,0,1,156,0,3147
GUJARAT,PORBANDAR,2011,10,9,6,12,0,3,76,13,10,5,2,82,0,1,84,0,872
GUJARAT,RAJKOT COMMR.,2011,44,22,10,40,3,36,923,67,42,7,12,360,0,3,246,0,3939
GUJARAT,RAJKOT RURAL,2011,41,23,23,75,6,20,257,60,21,4,11,273,2,6,279,0,4582
GUJARAT,SURAT COMMR.,2011,100,38,36,112,12,78,1830,64,191,42,4,455,0,3,276,0,8446
GUJARAT,SURAT RURAL,2011,36,8,6,16,14,16,301,31,53,3,6,149,0,0,55,0,3408
GUJARAT,SURENDRANAGAR,2011,32,15,19,44,5,13,216,58,12,7,7,441,0,4,129,0,3037
GUJARAT,TAPI,2011,13,2,2,2,1,1,82,10,7,4,2,177,0,0,9,0,716
GUJARAT,VADODARA COMMR.,2011,21,27,9,50,13,83,1506,78,170,10,5,315,1,2,240,0,5727
GUJARAT,VADODARA RURAL,2011,52,17,28,65,6,15,204,41,23,11,3,251,0,0,95,0,3133
GUJARAT,VALSAD,2011,35,11,9,19,2,7,366,25,22,5,10,140,0,0,23,0,2532
GUJARAT,W.RLY AHMEDABAD,2011,7,0,0,2,0,5,212,6,9,0,0,24,0,0,0,0,325
GUJARAT,W.RLY VADODARA,2011,5,1,0,1,1,7,554,0,30,0,0,51,0,0,0,0,705
GUJARAT,TOTAL,2011,1126,478,439,1614,221,1368,16043,1615,1399,256,263,10159,30,93,6052,0,123371
HARYANA,AMBALA,2011,42,33,37,34,8,29,655,0,114,0,4,177,5,20,191,0,2969
HARYANA,BHIWANI,2011,74,42,41,43,12,25,675,172,112,0,18,233,18,12,97,0,3015
HARYANA,FARIDABAD,2011,60,59,54,105,10,37,1917,173,42,1,9,213,10,59,218,0,5357
HARYANA,FATEHABAD,2011,25,24,15,25,5,5,266,30,54,2,2,115,7,8,86,0,1334
HARYANA,GRP,2011,26,8,0,2,6,18,520,27,8,0,0,12,4,130,0,0,1265
HARYANA,GURGAON,2011,89,57,40,49,12,79,3345,112,221,2,7,100,25,29,107,0,6640
HARYANA,HISSAR,2011,73,77,36,83,8,45,1167,102,250,1,17,266,14,18,248,0,4371
HARYANA,JHAJJAR,2011,59,43,32,31,10,31,468,81,62,0,9,92,12,26,117,0,2062
HARYANA,JIND,2011,50,34,37,32,0,34,604,105,43,0,9,122,15,13,91,0,2271
HARYANA,KAITHAL,2011,36,23,20,23,7,14,350,0,37,2,7,192,8,0,119,0,1855
HARYANA,KARNAL,2011,46,48,62,22,7,25,813,52,131,0,5,238,18,26,166,0,3202
HARYANA,KURUKSHETRA,2011,29,21,29,34,7,18,534,0,59,1,3,176,7,20,68,0,2151
HARYANA,MAHENDRAGARH,2011,33,22,26,46,14,20,496,73,10,0,13,147,11,0,85,0,2011
HARYANA,MEWAT,2011,22,36,28,32,6,16,358,80,40,1,4,80,7,3,119,0,1970
HARYANA,PALWAL,2011,43,55,54,54,4,22,627,158,15,0,3,134,13,0,75,0,2396
HARYANA,PANCHKULA,2011,18,13,17,17,4,14,413,0,45,2,0,32,2,0,77,0,1472
HARYANA,PANIPAT,2011,49,26,47,90,11,39,946,126,132,1,4,145,11,19,163,0,3192
HARYANA,REWARI,2011,41,28,17,26,12,38,595,45,19,0,10,137,7,34,94,0,2404
HARYANA,ROHTAK,2011,77,50,57,47,11,53,859,100,127,0,17,176,9,52,124,0,3294
HARYANA,SIRSA,2011,42,31,21,60,4,14,622,29,42,4,12,256,16,0,170,0,2371
HARYANA,SONIPAT,2011,78,65,27,54,3,43,708,1,115,0,4,197,23,15,156,0,2954
HARYANA,YAMUNANAGAR,2011,50,56,36,50,6,19,487,0,83,1,9,183,13,6,169,0,2185
HARYANA,TOTAL,2011,1062,851,733,959,167,638,17425,1466,1761,18,166,3423,255,490,2740,0,60741
HIMACHAL PRADESH,BADDIPOLICEDIST,2011,6,5,8,17,0,0,66,26,16,0,1,155,0,0,9,0,579
HIMACHAL PRADESH,BILASPUR,2011,8,2,8,3,0,0,56,43,34,0,14,56,0,9,17,0,1077
HIMACHAL PRADESH,CHAMBA,2011,15,2,6,19,0,1,29,27,11,0,7,88,2,3,10,0,678
HIMACHAL PRADESH,CID,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
HIMACHAL PRADESH,G.R.P.,2011,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,24
HIMACHAL PRADESH,HAMIRPUR,2011,3,5,5,8,0,0,35,21,16,0,5,182,0,12,5,0,793
HIMACHAL PRADESH,KANGRA,2011,21,7,32,68,0,4,171,85,80,3,20,186,1,12,42,0,2709
HIMACHAL PRADESH,KINNAUR,2011,2,1,6,1,0,0,14,10,1,0,0,9,1,0,1,0,162
HIMACHAL PRADESH,KULLU,2011,13,2,20,13,0,0,67,23,26,0,3,39,0,2,21,0,934
HIMACHAL PRADESH,LAHAUL-SPITI,2011,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,102
HIMACHAL PRADESH,MANDI,2011,13,5,26,17,0,0,92,81,46,0,18,95,0,12,40,0,1640
HIMACHAL PRADESH,SHIMLA,2011,20,10,22,24,0,2,250,83,49,0,24,47,0,5,16,0,2866
HIMACHAL PRADESH,SIRMAUR,2011,9,4,12,17,0,1,71,64,15,0,1,41,0,1,23,0,866
HIMACHAL PRADESH,SOLAN,2011,14,3,11,13,1,1,115,35,24,0,7,262,0,0,16,0,959
HIMACHAL PRADESH,UNA,2011,6,4,11,12,0,1,68,32,41,1,9,89,0,6,39,0,921
HIMACHAL PRADESH,TOTAL,2011,130,50,168,212,1,10,1042,530,359,4,110,1251,4,62,239,0,14312
JAMMU & KASHMIR,ANANTNAG,2011,7,7,18,112,1,9,143,139,47,3,13,4,0,46,6,0,1484
JAMMU & KASHMIR,AWANTIPORA,2011,6,6,4,26,0,4,37,22,8,3,1,0,0,5,3,0,509
JAMMU & KASHMIR,BANDIPORA,2011,3,8,1,59,0,2,76,83,4,0,7,0,0,5,3,0,577
JAMMU & KASHMIR,BARAMULLA,2011,6,14,12,77,1,3,91,68,18,5,11,2,0,23,1,0,1116
JAMMU & KASHMIR,BUDGAM,2011,5,10,8,101,0,4,212,166,24,2,12,5,0,27,2,0,1307
JAMMU & KASHMIR,CRIME JAMMU,2011,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16
JAMMU & KASHMIR,CRIME SRINAGAR,2011,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23
JAMMU & KASHMIR,DODA,2011,8,14,16,47,0,0,44,27,14,0,10,8,0,7,20,0,706
JAMMU & KASHMIR,GANDERBAL,2011,4,4,9,32,4,0,43,68,12,1,5,2,0,1,1,0,523
JAMMU & KASHMIR,HANDWARA,2011,4,18,6,33,0,2,57,54,7,0,9,0,0,14,1,0,535
JAMMU & KASHMIR,JAMMU,2011,18,83,35,68,0,2,620,56,110,3,17,18,3,45,51,0,4118
JAMMU & KASHMIR,KARGIL,2011,3,0,1,1,0,0,5,9,4,0,2,1,0,0,2,0,114
JAMMU & KASHMIR,KATHUA,2011,10,20,17,38,0,1,78,37,14,0,4,10,5,8,19,0,1170
JAMMU & KASHMIR,KISHTWAR,2011,3,15,4,25,0,1,19,0,10,0,7,0,0,1,16,0,420
JAMMU & KASHMIR,KULGAM,2011,3,13,10,46,2,6,70,52,17,2,7,51,0,12,1,0,686
JAMMU & KASHMIR,KUPWARA,2011,9,23,11,46,0,1,76,148,18,4,14,7,0,11,4,0,767
JAMMU & KASHMIR,LEH,2011,0,1,3,1,0,0,4,4,4,2,0,1,0,1,0,0,189
JAMMU & KASHMIR,POONCH,2011,4,20,18,32,0,0,33,103,22,3,14,54,0,7,29,0,822
JAMMU & KASHMIR,PULWAMA,2011,7,9,5,39,1,2,57,67,6,2,7,44,0,7,0,0,443
JAMMU & KASHMIR,RAILWAYS JAMMU,2011,0,1,0,0,0,0,4,0,3,0,1,0,0,0,0,0,15
JAMMU & KASHMIR,RAILWAYS KASHMIR,2011,0,0,0,0,0,0,10,2,2,0,0,0,0,1,0,0,27
JAMMU & KASHMIR,RAJOURI,2011,9,39,32,43,1,0,63,33,35,1,14,14,1,4,49,0,1832
JAMMU & KASHMIR,RAMBAN,2011,6,5,13,16,0,0,40,4,8,0,3,1,0,4,0,0,761
JAMMU & KASHMIR,REASI,2011,6,15,11,17,0,1,34,7,15,1,1,4,0,5,1,0,581
JAMMU & KASHMIR,SAMBA,2011,9,17,3,11,0,0,38,18,12,0,2,3,2,17,5,0,743
JAMMU & KASHMIR,SHOPIAN,2011,3,33,8,29,2,9,149,36,7,0,11,4,0,8,0,0,629
JAMMU & KASHMIR,SOPORE,2011,14,42,4,42,0,6,109,16,11,3,6,2,0,9,5,0,572
JAMMU & KASHMIR,SRINAGAR,2011,12,64,14,118,2,33,490,147,126,4,23,9,0,70,54,0,2756
JAMMU & KASHMIR,UDHAMPUR,2011,10,13,14,18,0,2,53,39,15,0,4,2,0,12,13,0,1063
JAMMU & KASHMIR,TOTAL,2011,169,494,277,1077,14,88,2655,1405,612,39,205,246,11,350,286,0,24504
JHARKHAND,BOKARO,2011,62,19,46,57,14,39,734,114,60,3,0,0,13,0,102,0,2973
JHARKHAND,CHAIBASA,2011,136,22,32,14,13,19,119,16,6,0,2,28,6,0,11,0,844
JHARKHAND,CHATRA,2011,50,15,12,22,16,30,95,85,20,0,6,12,15,0,9,0,925
JHARKHAND,DEOGHAR,2011,48,66,34,24,10,27,278,127,45,2,4,424,18,1,24,0,1506
JHARKHAND,DHANBAD,2011,79,18,32,99,37,60,852,214,67,8,5,229,39,0,39,0,3708
JHARKHAND,DHANBAD RLY.,2011,4,0,0,3,3,6,207,3,4,0,0,0,3,0,1,0,384
JHARKHAND,DUMKA,2011,59,29,34,28,6,13,292,81,28,0,13,217,7,0,40,0,1562
JHARKHAND,GARHWA,2011,70,61,51,33,7,28,62,210,82,1,13,527,19,0,89,1,1865
JHARKHAND,GIRIDIH,2011,60,8,47,63,28,23,390,263,64,0,5,118,30,2,35,5,2418
JHARKHAND,GODDA,2011,61,0,29,38,8,9,87,26,17,0,6,23,0,0,10,0,1263
JHARKHAND,GUMLA,2011,201,52,46,52,5,44,100,40,38,0,16,55,1,0,17,0,1036
JHARKHAND,HAZARIBAGH,2011,72,41,22,58,18,28,315,138,71,0,3,392,26,0,22,0,2282
JHARKHAND,JAMSHEDPUR,2011,85,29,39,73,11,36,832,114,55,0,21,695,17,0,76,0,3106
JHARKHAND,JAMSHEDPUR RLY.,2011,8,0,1,8,0,11,151,0,1,0,0,13,0,0,0,0,251
JHARKHAND,JAMTARA,2011,15,19,15,11,2,7,90,51,24,0,5,144,10,0,19,0,708
JHARKHAND,KHUNTI,2011,126,21,13,13,8,21,41,13,7,0,2,19,0,0,1,0,403
JHARKHAND,KODERMA,2011,25,40,7,24,5,12,140,88,69,0,0,150,16,0,34,0,1090
JHARKHAND,LATEHAR,2011,38,29,27,27,7,9,69,64,10,0,6,35,2,0,11,0,513
JHARKHAND,LOHARDAGGA,2011,33,9,30,26,5,12,118,25,33,1,6,87,3,0,13,0,622
JHARKHAND,PAKUR,2011,30,1,39,19,6,2,113,74,6,3,5,293,0,0,22,0,721
JHARKHAND,PALAMU,2011,93,72,28,63,31,47,246,180,49,0,5,244,28,0,12,0,2033
JHARKHAND,RAMGARH,2011,32,23,24,31,20,26,249,34,24,4,2,138,7,0,3,0,979
JHARKHAND,RANCHI,2011,151,38,50,66,29,54,451,91,42,0,3,338,8,2,14,0,2222
JHARKHAND,SAHEBGANJ,2011,73,39,71,54,8,15,101,54,50,0,7,91,5,0,32,0,1128
JHARKHAND,SARAIKELA,2011,64,43,30,16,9,26,198,27,24,0,0,85,8,2,13,0,900
JHARKHAND,SIMDEGA,2011,72,24,25,19,3,10,48,1,11,0,3,46,1,0,10,0,396
JHARKHAND,TOTAL,2011,1747,718,784,941,309,614,6378,2133,907,22,138,4403,282,7,659,6,35838
KARNATAKA,BAGALKOT,2011,37,39,15,15,5,16,141,188,62,1,6,244,0,0,58,0,2255
KARNATAKA,BANGALORE COMMR.,2011,232,460,97,573,43,783,10543,390,3155,60,4,2927,53,40,458,0,30283
KARNATAKA,BANGALORE RURAL,2011,105,39,29,30,18,81,633,252,109,1,0,517,10,2,83,0,4915
KARNATAKA,BELGAUM,2011,136,121,45,53,7,83,499,552,298,1,23,1050,11,4,297,0,7393
KARNATAKA,BELLARY,2011,58,57,6,21,5,31,364,193,91,3,5,391,15,1,103,1,3205
KARNATAKA,BIDAR,2011,51,33,14,13,2,9,137,150,51,0,11,896,7,2,77,0,3471
KARNATAKA,BIJAPUR,2011,66,58,7,43,4,24,140,294,97,1,0,627,8,0,116,1,3040
KARNATAKA,CBPURA,2011,52,41,16,23,5,31,385,229,81,1,0,485,7,0,92,0,2611
KARNATAKA,CHAMARAJNAGAR,2011,40,28,11,7,3,8,141,148,15,1,0,506,9,0,62,0,1960
KARNATAKA,CHICKMAGALUR,2011,27,34,10,17,7,18,189,137,42,2,0,673,1,4,68,1,2726
KARNATAKA,CHITRADURGA,2011,38,21,27,30,6,39,295,287,62,3,9,871,5,0,96,0,4278
KARNATAKA,DAKSHIN KANNADA,2011,23,20,6,6,4,10,108,87,42,4,13,268,1,0,38,0,1741
KARNATAKA,DAVANAGERE,2011,35,18,11,17,1,31,190,218,55,1,0,394,6,0,93,0,2768
KARNATAKA,DHARWAD COMMR.,2011,26,23,7,23,1,52,282,87,141,4,10,144,3,2,56,0,1856
KARNATAKA,DHARWAD RURAL,2011,26,24,0,7,0,6,73,120,31,0,0,173,2,0,22,0,1297
KARNATAKA,GADAG,2011,25,17,5,10,0,7,71,97,18,0,3,147,0,0,32,0,1100
KARNATAKA,GULBARGA,2011,93,114,36,85,8,83,383,431,115,1,35,814,2,0,153,0,4537
KARNATAKA,HASSAN,2011,56,87,27,27,10,99,408,194,113,1,0,1469,32,0,264,0,6071
KARNATAKA,HAVERI,2011,23,27,13,22,3,10,106,256,50,0,0,302,0,0,74,0,2356
KARNATAKA,K.G.F.,2011,14,19,4,12,1,14,87,63,33,0,0,264,1,0,28,0,971
KARNATAKA,KODAGU,2011,33,25,16,11,3,9,119,41,33,0,0,612,5,1,57,0,1901
KARNATAKA,KOLAR,2011,37,45,17,18,4,19,212,190,24,1,0,279,3,0,23,0,2053
KARNATAKA,KOPPAL,2011,25,15,13,21,5,8,137,116,36,0,0,173,0,0,70,0,1858
KARNATAKA,MANDYA,2011,71,57,31,34,9,73,577,383,107,0,34,1361,12,0,230,0,6120
KARNATAKA,MANGALORE CITY,2011,22,20,16,8,0,30,238,101,133,7,0,211,0,2,43,0,2615
