STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
KARNATAKA,TUMKUR,2003,79,46,14,24,6,19,396,179,34,3,48,1027,10,1,38,0,4003
KARNATAKA,UDUPI,2003,15,10,5,9,3,9,107,144,19,1,4,354,0,1,23,0,2170
KARNATAKA,UTTAR KANNADA,2003,23,22,0,1,3,6,85,93,11,1,2,396,0,3,25,0,2306
KARNATAKA,TOTAL,2003,1506,1241,321,531,220,861,14180,5784,2752,126,415,21913,194,84,1704,0,112405
KERALA,ALAPUZHA,2003,23,37,10,12,5,38,170,385,121,5,27,1179,3,2,178,0,6975
KERALA,CBCID,2003,18,5,1,4,1,2,10,8,32,65,3,3,0,0,2,0,232
KERALA,ERNAKULAM COMMR.,2003,21,28,11,11,26,66,486,221,290,1,15,531,0,7,54,0,6829
KERALA,ERNAKULAM RURAL,2003,25,38,22,12,10,28,323,348,115,3,17,1150,2,0,92,0,8080
KERALA,IDUKKI,2003,28,14,14,0,1,16,167,233,65,1,17,1309,0,6,104,0,4252
KERALA,KANNUR,2003,12,38,13,4,8,13,164,505,81,5,0,804,0,3,174,0,4273
KERALA,KASARGOD,2003,24,19,15,9,6,16,169,372,69,3,36,635,0,3,66,0,2843
KERALA,KOLLAM,2003,36,22,53,24,8,28,329,712,158,8,58,2215,5,0,365,0,9380
KERALA,KOTTAYAM,2003,19,25,25,15,4,45,327,316,279,3,14,1697,0,10,115,0,6684
KERALA,KOZHIKODE COMMR.,2003,14,14,10,7,4,23,335,399,233,2,15,546,2,5,157,0,4717
KERALA,KOZHIKODE RURAL,2003,8,17,24,6,3,6,154,458,165,2,48,571,1,5,210,0,3982
KERALA,MALAPPURAM,2003,18,17,42,11,7,9,265,441,289,2,14,753,2,2,460,0,5909
KERALA,PALAKKAD,2003,52,41,47,12,11,35,262,458,157,3,46,1143,3,4,214,0,5465
KERALA,PATHANAMTHITTA,2003,27,10,13,0,1,25,144,221,59,2,22,867,2,0,116,0,4206
KERALA,RAILWAYS,2003,3,0,0,0,0,4,157,10,2,0,0,16,0,0,0,0,240
KERALA,THRISSUR,2003,39,35,29,20,23,89,488,658,388,4,2,1224,3,10,224,0,9797
KERALA,TRIVANDRUM COMMR.,2003,10,53,17,14,14,113,442,311,277,8,13,893,2,5,82,0,5189
KERALA,TRIVANDRUM RURAL,2003,37,27,28,28,7,64,309,488,173,11,53,1687,7,4,232,0,7544
KERALA,WAYANADU,2003,21,8,20,0,3,14,190,254,108,1,13,473,1,2,85,0,2227
KERALA,TOTAL,2003,435,448,394,189,142,634,4891,6798,3061,129,413,17696,33,68,2930,0,98824
MADHYA PRADESH,ANUPPUR,2003,10,4,10,1,1,3,46,3,3,0,0,18,1,2,3,0,633
MADHYA PRADESH,ASHOK NAGAR,2003,24,24,33,5,0,11,101,56,3,0,20,860,6,12,36,0,2195
MADHYA PRADESH,BALAGHAT,2003,55,25,61,7,2,12,164,36,8,0,13,382,10,32,69,0,2895
MADHYA PRADESH,BARWANI,2003,45,24,38,9,3,15,121,39,10,1,6,326,4,5,23,0,2252
MADHYA PRADESH,BETUL,2003,65,51,137,24,1,11,190,20,27,0,13,442,9,11,51,0,3313
MADHYA PRADESH,BHIND,2003,61,101,25,28,3,40,250,100,32,0,28,639,24,0,53,0,3647
MADHYA PRADESH,BHOPAL,2003,54,111,93,55,1,97,1640,92,109,16,20,646,16,23,142,0,14689
MADHYA PRADESH,BHOPAL RLY.,2003,5,2,3,1,2,25,1086,5,8,0,1,2,2,6,1,0,1504
MADHYA PRADESH,BURHANPUR,2003,6,2,7,0,0,2,37,5,4,0,0,102,1,0,13,0,456
MADHYA PRADESH,CHHATARPUR,2003,55,69,56,11,2,32,135,49,11,1,22,542,17,13,50,0,3042
MADHYA PRADESH,CHHINDWARA,2003,45,34,82,14,1,9,181,26,27,0,20,1071,12,27,78,0,3539
MADHYA PRADESH,DAMOH,2003,47,50,49,18,0,19,114,18,9,0,7,1123,27,0,64,0,2676
MADHYA PRADESH,DATIYA,2003,55,39,30,13,1,31,132,19,14,0,10,391,10,0,35,0,1987
MADHYA PRADESH,DEWAS,2003,57,85,88,34,27,67,999,112,44,0,31,396,12,68,196,0,8478
MADHYA PRADESH,DHAR,2003,87,86,82,27,5,46,515,138,11,0,46,586,40,13,85,0,4938
MADHYA PRADESH,DINDORI,2003,14,3,37,2,0,5,44,5,10,0,6,109,1,8,22,0,1035
MADHYA PRADESH,GUNA,2003,37,32,83,8,0,21,254,76,21,0,16,953,9,7,68,0,3578
MADHYA PRADESH,GWALIOR,2003,91,137,72,81,10,112,967,151,109,2,9,847,24,6,125,0,7833
MADHYA PRADESH,HARDA,2003,13,10,25,1,4,14,83,7,3,0,3,277,3,0,22,0,828
MADHYA PRADESH,HOSHANGABAD,2003,49,53,70,10,1,48,357,29,19,1,12,465,19,7,52,0,3361
MADHYA PRADESH,INDORE,2003,93,129,77,61,6,162,2856,134,123,5,42,974,22,84,298,0,15998
MADHYA PRADESH,INDORE RLY.,2003,4,2,0,0,0,4,111,3,4,0,0,8,1,0,0,0,202
MADHYA PRADESH,JABALPUR,2003,92,131,103,45,3,96,1151,95,84,2,18,3420,57,60,108,0,10004
MADHYA PRADESH,JABALPUR RLY.,2003,1,3,0,3,0,16,223,1,1,0,0,15,0,1,0,0,397
MADHYA PRADESH,JHABUA,2003,119,101,36,37,5,18,214,46,17,0,47,634,0,10,12,0,3371
MADHYA PRADESH,KATNI,2003,35,34,37,6,1,27,225,30,16,0,6,886,17,15,61,0,2557
MADHYA PRADESH,KHANDWA,2003,31,30,53,20,2,9,222,37,23,0,6,34,6,21,23,0,2791
MADHYA PRADESH,KHARGON,2003,37,36,50,13,5,18,646,77,27,2,6,393,5,31,43,0,4161
MADHYA PRADESH,MANDLA,2003,37,15,39,2,0,5,113,20,17,0,4,344,4,13,44,0,2147
MADHYA PRADESH,MANDSAUR,2003,30,27,45,12,3,33,413,52,33,1,21,306,4,12,54,0,2758
MADHYA PRADESH,MORENA,2003,57,65,40,32,6,42,458,167,29,2,14,783,23,3,41,0,4487
MADHYA PRADESH,NARSINGHPUR,2003,44,39,40,3,0,19,127,28,11,0,15,898,15,19,34,0,2146
MADHYA PRADESH,NEEMUCH,2003,13,15,31,9,4,18,313,36,20,1,11,319,4,10,65,0,2116
MADHYA PRADESH,PANNA,2003,36,16,32,7,0,15,122,14,5,0,9,72,21,2,26,0,1632
MADHYA PRADESH,RAISEN,2003,35,50,75,8,1,16,208,33,10,0,7,231,17,0,46,0,3376
MADHYA PRADESH,RAJGARH,2003,31,48,88,9,1,35,328,121,10,1,35,367,2,20,83,0,4066
MADHYA PRADESH,RATLAM,2003,45,46,62,14,2,18,443,24,37,1,19,315,5,13,50,0,3447
MADHYA PRADESH,REWA,2003,57,46,41,36,8,59,393,49,16,0,26,582,28,2,44,0,4450
MADHYA PRADESH,SAGAR,2003,59,109,121,30,0,32,521,103,34,0,35,2040,27,17,127,0,6856
MADHYA PRADESH,SATNA,2003,61,59,59,18,1,38,362,34,17,1,21,910,33,5,57,0,4537
MADHYA PRADESH,SEONI,2003,27,24,54,1,0,13,93,28,14,0,5,375,6,4,25,0,1895
MADHYA PRADESH,SHAHDOL,2003,60,21,68,12,0,31,301,29,15,0,28,322,13,14,120,0,4165
MADHYA PRADESH,SHAJAPUR,2003,31,51,71,13,3,43,535,103,23,0,31,1037,10,36,79,0,3718
MADHYA PRADESH,SHEOPUR,2003,15,28,19,4,3,7,96,37,9,0,2,227,1,0,11,0,1254
MADHYA PRADESH,SHIVPURI,2003,60,66,69,47,0,21,210,109,16,0,12,400,13,0,32,0,3473
MADHYA PRADESH,SIDHI,2003,44,19,38,26,2,16,303,32,27,0,18,446,17,2,27,0,3717
MADHYA PRADESH,SIHORE,2003,32,32,86,6,0,24,336,24,21,0,12,369,6,12,32,0,3212
MADHYA PRADESH,TIKAMGARH,2003,40,31,50,15,1,14,154,47,14,0,23,912,20,5,21,0,2678
MADHYA PRADESH,UJJAIN,2003,58,146,59,40,8,73,1174,91,48,1,44,813,7,27,125,0,7634
MADHYA PRADESH,UMARIYA,2003,27,4,20,0,1,16,69,17,8,0,8,143,5,3,22,0,1244
MADHYA PRADESH,VIDISHA,2003,41,48,94,9,23,20,286,122,11,0,60,606,12,24,40,0,3710
MADHYA PRADESH,TOTAL,2003,2227,2413,2738,887,153,1578,20422,2729,1222,38,868,29358,648,705,2938,0,191078
MAHARASHTRA,AHMEDNAGAR,2003,101,38,44,27,17,102,786,254,77,6,44,575,15,3,287,0,4251
MAHARASHTRA,AKOLA,2003,48,38,29,29,10,45,727,89,70,5,28,832,9,5,132,0,3900
MAHARASHTRA,AMRAVATI COMMR.,2003,31,25,26,15,6,35,948,85,38,5,20,435,3,19,77,0,2986
MAHARASHTRA,AMRAVATI RURAL,2003,53,38,47,17,11,31,902,138,29,4,70,855,8,22,151,0,3763
MAHARASHTRA,AURANGABAD COMMR.,2003,28,26,8,19,17,49,506,126,111,4,11,339,4,10,130,0,2286
MAHARASHTRA,AURANGABAD RURAL,2003,60,24,14,4,10,47,281,165,35,1,53,798,32,8,190,0,2675
MAHARASHTRA,BEED,2003,72,55,25,17,23,73,599,318,47,2,53,992,10,8,186,0,3887
MAHARASHTRA,BHANDARA,2003,30,7,41,7,3,12,361,73,19,0,30,378,7,27,69,0,2313
MAHARASHTRA,BULDHANA,2003,53,33,39,17,17,40,723,167,69,7,86,825,61,26,164,0,3821
MAHARASHTRA,CHANDRAPUR,2003,41,21,36,13,8,29,574,116,47,1,27,508,3,21,101,0,3033
MAHARASHTRA,DHULE,2003,32,13,7,5,2,3,219,61,38,2,3,290,2,6,90,0,1754
MAHARASHTRA,GADCHIROLI,2003,58,28,30,17,9,7,131,21,8,1,51,282,2,20,81,0,1501
MAHARASHTRA,GONDIA,2003,41,13,25,12,7,9,300,27,13,1,15,360,6,26,74,0,1875
MAHARASHTRA,HINGOLI,2003,28,29,14,7,4,44,142,107,31,0,25,488,1,6,112,0,1735
MAHARASHTRA,JALGAON,2003,82,39,38,20,13,28,475,135,147,2,19,822,8,21,239,0,3927
MAHARASHTRA,JALNA,2003,53,25,8,15,7,43,309,146,44,2,28,644,15,14,204,0,2430
MAHARASHTRA,KOLHAPUR,2003,66,40,15,18,5,24,508,148,304,6,16,567,25,7,64,0,3358
MAHARASHTRA,LATUR,2003,56,34,21,15,4,34,291,175,58,0,37,950,31,2,80,0,3074
MAHARASHTRA,MUMBAI,2003,242,115,133,150,30,239,9793,131,1178,73,7,3562,8,44,199,0,25686
MAHARASHTRA,MUMBAI RLY.,2003,9,8,4,2,1,32,1589,9,36,1,0,28,1,1,0,0,1841
MAHARASHTRA,NAGPUR COMMR.,2003,104,40,26,36,16,172,2022,165,151,16,14,783,4,36,136,0,7357
MAHARASHTRA,NAGPUR RLY.,2003,8,2,1,2,1,12,940,4,2,14,0,29,0,1,0,0,1169
MAHARASHTRA,NAGPUR RURAL,2003,73,28,52,23,4,63,860,112,47,8,62,758,5,42,111,0,4644
MAHARASHTRA,NANDED,2003,71,90,33,24,25,74,518,219,131,1,73,1508,16,7,229,0,5829
MAHARASHTRA,NANDURBAR,2003,43,13,10,10,10,11,134,91,23,3,5,277,2,12,77,0,1283
MAHARASHTRA,NASIK COMMR.,2003,27,20,11,14,13,31,705,86,101,2,4,233,4,14,116,0,2542
MAHARASHTRA,NASIK RURAL,2003,110,46,54,20,25,51,447,277,95,8,41,806,3,31,358,0,4384
MAHARASHTRA,NAVI MUMBAI,2003,50,19,16,17,10,49,782,67,145,4,1,319,6,7,55,0,2861
MAHARASHTRA,OSMANABAD,2003,38,16,12,7,6,17,329,153,25,1,15,727,3,11,92,0,2507
MAHARASHTRA,PARBHANI,2003,52,30,13,12,26,56,205,131,60,3,25,966,7,5,149,0,2350
MAHARASHTRA,PUNE COMMR.,2003,110,54,40,46,11,97,2740,531,462,7,7,983,2,92,166,0,8813
MAHARASHTRA,PUNE RLY.,2003,0,0,3,0,0,4,192,2,3,2,1,1,0,0,0,0,261
MAHARASHTRA,PUNE RURAL,2003,127,26,29,26,13,58,661,143,87,0,21,563,7,8,165,0,4479
MAHARASHTRA,RAIGAD,2003,50,22,25,19,17,26,274,129,47,5,14,281,2,7,57,0,2179
MAHARASHTRA,RATNAGIRI,2003,20,14,16,5,2,5,178,48,43,5,17,191,0,10,47,0,1272
MAHARASHTRA,SANGLI,2003,78,24,47,24,9,19,498,93,153,11,33,414,7,8,87,0,2713
MAHARASHTRA,SATARA,2003,61,20,17,14,20,34,506,88,79,1,16,413,8,5,156,0,3164
MAHARASHTRA,SINDHUDURG,2003,14,4,8,8,4,8,93,38,9,2,10,178,1,3,3,0,810
MAHARASHTRA,SOLAPUR COMMR.,2003,22,15,15,15,9,45,351,66,116,2,10,197,4,3,72,0,1682
MAHARASHTRA,SOLAPUR RURAL,2003,112,50,44,22,10,34,367,153,35,4,30,726,4,0,130,0,3230
MAHARASHTRA,THANE COMMR.,2003,111,63,51,58,23,148,1872,238,570,20,10,1378,4,29,153,0,6708
MAHARASHTRA,THANE RURAL,2003,149,49,51,32,33,85,537,208,103,9,20,644,6,23,107,0,4008
MAHARASHTRA,WARDHA,2003,48,26,25,15,6,27,655,48,50,6,53,791,1,4,67,0,3783
MAHARASHTRA,WASHIM,2003,27,24,15,13,11,21,323,75,21,3,33,514,9,12,119,0,1959
MAHARASHTRA,YAVATMAL,2003,83,68,50,38,6,23,745,58,48,1,50,995,12,16,170,0,4223
MAHARASHTRA,TOTAL,2003,2772,1412,1268,926,514,2096,37098,5714,5005,261,1188,29205,368,682,5452,0,164306
MANIPUR,BISHNUPUR,2003,22,42,2,10,0,0,11,8,6,0,1,46,0,0,0,0,274
MANIPUR,CHANDEL,2003,17,6,0,3,0,1,5,5,0,0,4,10,0,0,0,0,83
MANIPUR,CHURACHANDPUR,2003,14,21,0,4,0,0,16,0,1,0,0,4,0,0,0,0,97
MANIPUR,IMPHAL(EAST),2003,25,32,3,18,0,1,44,18,8,0,5,64,0,0,0,0,458
MANIPUR,IMPHAL(WEST),2003,28,35,5,41,2,1,131,32,25,7,25,91,0,0,1,0,941
MANIPUR,SENAPATI,2003,17,13,0,7,1,1,3,5,4,0,4,3,0,0,0,0,132
MANIPUR,TAMENGLONG,2003,3,3,0,0,0,0,5,0,0,0,1,1,0,0,0,0,24
MANIPUR,THOUBAL,2003,22,42,8,34,0,1,33,5,32,0,4,100,0,0,3,0,488
MANIPUR,UKHRUL,2003,2,5,0,3,0,1,4,0,0,0,3,5,0,0,0,0,40
MANIPUR,TOTAL,2003,150,199,18,120,3,6,252,73,76,7,47,324,0,0,4,0,2537
MEGHALAYA,GARO HILLS EAST,2003,14,16,1,7,4,6,20,3,3,1,5,11,0,0,0,0,132
MEGHALAYA,GARO HILLS SOUTH,2003,7,4,3,3,2,1,7,0,0,0,0,0,0,0,0,0,46
MEGHALAYA,GARO HILLS WEST,2003,24,8,6,18,13,17,24,0,4,1,3,14,0,0,0,0,200
MEGHALAYA,JAINTIA HILLS,2003,52,2,11,0,8,4,41,0,3,1,1,35,0,0,0,0,264
MEGHALAYA,KHASI HILLS EAST,2003,45,19,10,14,33,84,211,2,20,1,3,22,0,1,4,0,770
MEGHALAYA,KHASI HILLS WEST,2003,17,9,6,2,8,9,18,0,0,0,0,0,0,0,0,0,91
MEGHALAYA,RI-BHOI,2003,16,2,3,5,15,12,39,0,4,0,4,24,0,0,0,0,166
MEGHALAYA,TOTAL,2003,175,60,40,49,83,133,360,5,34,4,16,106,0,1,4,0,1669
MIZORAM,AIZAWL,2003,14,24,24,4,1,14,709,3,41,7,11,48,0,0,3,0,1871
MIZORAM,CHAMPHAI,2003,6,1,10,1,0,2,67,0,4,2,1,19,0,0,0,0,221
MIZORAM,KOLASIB,2003,5,2,5,2,3,3,77,0,2,0,3,15,0,0,0,0,253
MIZORAM,LAWNGTLAI,2003,6,3,1,0,1,0,50,0,1,1,1,5,0,0,0,0,144
MIZORAM,LUNGLEI,2003,6,2,6,0,0,2,205,0,7,0,4,20,0,0,0,0,355
MIZORAM,MAMIT,2003,2,2,1,0,0,0,34,0,1,2,1,6,0,0,0,0,93
MIZORAM,SAIHA,2003,6,1,4,1,0,0,101,0,3,0,2,19,0,0,0,0,360
MIZORAM,SERCHHIP,2003,1,1,3,0,0,0,60,0,1,0,0,10,0,0,0,0,159
MIZORAM,TOTAL,2003,46,36,54,8,5,21,1303,3,60,12,23,142,0,0,3,0,3456
NAGALAND,DIMAPUR,2003,15,2,2,12,2,54,74,0,1,2,0,19,0,0,0,1,238
NAGALAND,KIPHIRE,2003,1,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,16
NAGALAND,KOHIMA,2003,28,10,5,2,4,16,53,0,5,1,0,2,0,0,0,0,245
NAGALAND,MOKOKCHUNG,2003,8,3,1,10,3,3,9,3,1,0,5,9,0,2,0,0,103
NAGALAND,MON,2003,7,7,2,1,6,4,21,0,1,1,0,5,0,0,0,0,84
NAGALAND,PEREN,2003,4,0,1,4,0,2,5,0,0,1,0,1,0,0,0,0,27
NAGALAND,PHEK,2003,8,4,2,6,3,5,3,1,0,0,0,4,0,0,0,0,65
NAGALAND,TUENSANG,2003,9,1,0,0,0,3,11,4,1,1,0,0,0,0,0,0,56
NAGALAND,WOKHA,2003,5,6,0,2,0,3,40,0,2,0,0,6,0,0,0,0,85
NAGALAND,ZUNHEBOTO,2003,6,1,0,0,0,2,3,0,0,0,0,2,0,0,0,0,57
NAGALAND,TOTAL,2003,91,34,14,38,19,92,221,8,11,7,5,48,0,2,0,1,976
ODISHA,ANGUL,2003,42,50,20,9,6,27,167,83,20,0,19,50,18,0,36,0,1614
ODISHA,BALASORE,2003,45,26,49,40,6,51,186,58,32,0,14,198,30,25,44,0,2545
ODISHA,BARAGARH,2003,27,35,30,4,7,19,124,83,27,0,13,40,10,3,91,0,1372
ODISHA,BERHAMPUR,2003,13,33,12,6,7,47,120,29,25,0,4,183,4,3,18,0,1097
ODISHA,BHADRAK,2003,17,45,25,21,5,21,82,48,16,0,19,23,21,2,67,0,1410
ODISHA,BOLANGIR,2003,24,48,25,4,0,26,123,100,48,0,10,78,0,5,38,0,1648
ODISHA,BOUDH,2003,14,6,11,6,0,9,40,15,2,0,9,25,1,1,10,0,405
ODISHA,CUTTACK,2003,47,143,32,32,17,113,576,56,94,1,23,44,47,1,122,0,3985
ODISHA,DEOGARH,2003,12,11,5,11,1,7,26,21,5,0,4,165,0,3,12,0,502
ODISHA,DHENKANAL,2003,34,46,9,9,4,15,65,62,10,0,24,103,3,10,27,0,1187
ODISHA,GAJAPATI,2003,9,9,4,5,0,3,25,14,7,0,7,53,3,1,7,0,368
ODISHA,GANJAM,2003,54,88,17,9,11,33,157,85,27,1,25,173,13,10,46,0,2026
ODISHA,JAGATSINGHPUR,2003,22,28,13,23,8,24,139,16,21,0,9,142,12,4,29,0,1302
ODISHA,JAJPUR,2003,23,23,17,22,10,19,173,43,17,1,10,254,19,0,73,0,1630
ODISHA,JHARSUGUDA,2003,22,9,15,8,2,15,81,31,16,0,7,15,0,4,23,0,962
ODISHA,KALAHANDI,2003,14,18,18,9,3,24,82,48,75,0,3,69,5,6,11,0,780
ODISHA,KANDHAMAL,2003,25,4,35,24,1,7,78,14,13,0,10,486,2,7,75,0,945
ODISHA,KENDRAPARA,2003,26,41,10,16,2,8,83,10,16,2,3,14,12,0,12,0,930
ODISHA,KEONJHAR,2003,76,33,37,25,12,25,157,83,11,3,11,72,14,17,55,0,1973
ODISHA,KHURDA,2003,65,109,57,47,28,151,1016,111,160,2,24,1194,29,19,131,0,5271
ODISHA,KORAPUT,2003,41,27,38,23,4,24,162,56,31,0,12,41,0,4,51,0,1534
ODISHA,MALKANGIR,2003,31,16,17,5,1,4,47,5,7,0,3,73,1,1,6,0,440
ODISHA,MAYURBHANJ,2003,79,46,70,28,11,29,173,41,35,0,12,16,11,8,135,0,2213
ODISHA,NAYAGARH,2003,28,34,15,18,3,18,93,20,9,0,11,84,12,2,15,0,903
ODISHA,NOWRANGPUR,2003,17,24,26,16,3,9,67,56,7,0,5,54,0,5,19,0,708
ODISHA,NUAPADA,2003,10,6,6,4,0,8,41,19,11,0,5,34,0,13,16,0,562
ODISHA,PURI,2003,49,125,39,19,5,41,211,57,31,0,18,56,0,0,24,0,2442
ODISHA,RAYAGADA,2003,27,17,14,5,4,9,67,55,27,0,7,58,4,3,27,0,881
ODISHA,ROURKELA,2003,23,12,10,4,0,18,181,6,48,0,3,154,1,6,21,0,1178
ODISHA,SAMBALPUR,2003,29,48,22,10,12,36,220,31,37,0,6,78,1,13,15,0,1775
ODISHA,SONEPUR,2003,9,5,4,2,0,2,45,18,9,0,3,16,1,1,8,0,466
ODISHA,SRP(CUTTACK),2003,3,6,1,3,0,10,335,1,4,0,0,21,0,1,3,0,509
ODISHA,SRP(ROURKELA),2003,4,2,1,1,0,7,86,1,3,0,0,8,0,0,0,0,211
ODISHA,SUNDARGARH,2003,83,41,21,9,5,16,131,32,36,1,4,685,5,10,22,0,1507
ODISHA,TOTAL,2003,1044,1214,725,477,178,875,5359,1408,937,11,337,4759,279,188,1289,0,47281
PUNJAB,AMRITSAR,2003,49,31,11,38,0,16,161,0,207,5,2,177,4,0,50,0,1422
PUNJAB,BARNALA,2003,16,23,15,12,0,3,48,0,82,0,0,58,2,0,52,0,623
PUNJAB,BATALA,2003,34,24,13,12,0,1,60,0,82,1,4,128,6,0,28,0,715
PUNJAB,BHATINDA,2003,51,24,15,16,0,0,147,0,230,1,4,189,1,2,36,0,1330
PUNJAB,FARIDKOT,2003,12,8,10,7,0,2,55,0,99,3,3,94,2,0,49,0,561
PUNJAB,FATEHGARH SAHIB,2003,11,4,9,8,0,3,30,0,62,0,0,69,1,2,14,0,482
PUNJAB,FEROZEPUR,2003,51,65,30,20,2,5,250,0,143,2,6,476,7,0,34,0,1909
PUNJAB,G.R.P,2003,10,2,1,1,0,2,26,0,5,0,1,11,3,0,0,0,377
PUNJAB,GURDASPUR,2003,23,19,15,5,0,3,30,0,51,0,1,74,4,0,19,0,669
PUNJAB,HOSHIARPUR,2003,38,22,30,27,7,7,107,0,128,5,10,198,7,15,51,0,1205
PUNJAB,JAGRAON,2003,23,27,12,10,0,4,45,0,58,1,4,117,5,0,34,0,597
PUNJAB,JALANDHAR,2003,55,79,33,64,3,9,380,0,507,5,4,370,13,0,107,0,3019
PUNJAB,KAPURTHALA,2003,22,14,11,11,0,4,64,0,227,2,1,111,2,0,37,0,887
PUNJAB,KHANNA,2003,18,15,7,10,2,2,52,0,44,5,1,104,2,0,14,0,612
PUNJAB,LUDHIANA,2003,64,66,38,85,1,13,756,0,351,9,9,270,8,175,116,0,4663
PUNJAB,MAJITHA,2003,42,20,12,12,0,0,57,0,67,0,3,175,3,0,29,0,769
PUNJAB,MANSA,2003,17,22,11,7,1,3,53,0,44,0,1,133,6,0,12,0,546
PUNJAB,MOGA,2003,27,27,9,14,2,7,102,0,68,3,1,194,3,0,17,0,832
PUNJAB,MUKTSAR,2003,15,26,9,6,3,3,37,0,54,3,0,108,1,0,10,0,506
PUNJAB,NAWAN SHAHR,2003,15,25,14,15,0,4,85,0,81,3,9,200,1,0,32,0,737
PUNJAB,PATIALA,2003,49,32,33,36,4,5,325,0,257,1,0,421,6,0,138,0,2949
PUNJAB,ROPAR,2003,24,14,10,19,2,2,122,0,136,0,3,140,8,3,41,0,1420
PUNJAB,SANGRUR,2003,33,35,19,18,3,8,154,0,107,3,4,188,12,2,56,0,1328
PUNJAB,TARN TARAN,2003,32,20,13,11,0,2,52,0,33,4,0,119,3,0,11,0,598
PUNJAB,TOTAL,2003,731,644,380,464,30,108,3198,0,3123,56,71,4124,110,199,987,0,28756
RAJASTHAN,AJMER,2003,47,61,36,100,1,48,736,57,311,4,15,709,17,0,284,0,6360
RAJASTHAN,ALWAR,2003,80,134,50,81,2,40,1121,11,328,7,40,2217,42,0,274,0,7118
RAJASTHAN,BANSWARA,2003,35,26,53,54,4,12,128,259,42,0,31,1385,3,2,100,0,3171
RAJASTHAN,BARAN,2003,25,90,50,66,0,18,398,46,138,1,22,280,3,10,187,0,3486
RAJASTHAN,BARMER,2003,16,16,16,26,0,12,196,25,95,3,19,651,17,0,63,0,2424
RAJASTHAN,BHARATPUR,2003,91,92,41,105,1,40,841,3,297,0,41,1219,30,0,228,0,7191
RAJASTHAN,BHILWARA,2003,24,56,42,148,1,48,815,159,272,1,23,128,6,0,286,0,5890
RAJASTHAN,BIKANER,2003,50,88,27,41,0,12,352,4,196,0,14,639,14,0,164,0,3512
RAJASTHAN,BUNDI,2003,28,100,42,69,1,21,364,71,77,2,17,873,4,0,198,0,3648
RAJASTHAN,CHITTORGARH,2003,50,48,78,191,2,39,657,244,265,3,43,2320,6,3,379,0,6574
RAJASTHAN,CHURU,2003,29,34,22,29,2,1,243,75,228,0,11,985,15,1,173,0,2866
RAJASTHAN,DAUSA,2003,33,17,17,40,2,5,411,82,116,0,17,76,3,0,61,0,3482
RAJASTHAN,DHOLPUR,2003,40,67,20,32,1,17,226,71,52,2,15,1036,21,0,92,0,2530
RAJASTHAN,DUNGARPUR,2003,30,20,15,29,0,9,55,105,39,0,24,140,10,1,54,0,1885
RAJASTHAN,G.R.P.,2003,5,8,0,3,6,8,536,2,4,1,0,2,2,2,0,0,858
RAJASTHAN,GANGANAGAR,2003,59,143,75,51,0,11,389,10,531,2,9,1215,16,0,352,0,5236
RAJASTHAN,HANUMANGARH,2003,59,92,56,32,1,15,377,44,252,1,7,645,18,1,254,0,3818
RAJASTHAN,JAIPUR,2003,92,114,57,226,4,51,3161,1459,1357,18,54,1565,32,0,482,0,18758
RAJASTHAN,JAISALMER,2003,3,0,3,10,0,3,120,13,25,0,8,3,4,0,13,0,696
RAJASTHAN,JALORE,2003,22,21,6,36,0,8,147,13,87,1,25,51,7,0,75,0,2404
RAJASTHAN,JHALAWAR,2003,32,81,50,69,1,31,325,142,73,2,42,1107,11,1,191,0,3262
RAJASTHAN,JHUNJHUNU,2003,41,10,27,47,0,6,269,87,125,1,20,191,7,0,102,0,3607
RAJASTHAN,JODHPUR,2003,39,68,34,96,0,25,1011,101,511,1,46,2318,15,4,282,0,6824
RAJASTHAN,KARAULI,2003,28,27,34,76,1,10,267,23,97,0,26,361,13,0,73,0,3217
RAJASTHAN,KOTA,2003,35,292,35,134,0,41,987,57,365,4,21,459,9,2,307,0,6030
RAJASTHAN,NAGAUR,2003,45,30,32,40,2,10,399,15,173,0,23,349,10,0,128,0,4476
RAJASTHAN,PALI,2003,38,54,27,80,1,29,318,78,184,0,36,42,9,1,190,0,4969
RAJASTHAN,RAJSAMAND,2003,21,3,12,58,0,8,166,122,103,2,17,1304,2,2,106,0,2639
RAJASTHAN,SAWAI MADHOPUR,2003,24,32,21,42,1,12,303,20,154,0,12,31,10,0,112,0,3098
RAJASTHAN,SIKAR,2003,33,20,15,41,0,4,276,159,188,0,29,327,17,0,111,0,3552
RAJASTHAN,SIROHI,2003,27,29,11,35,0,10,140,19,56,1,25,565,6,0,97,0,2055
RAJASTHAN,TONK,2003,20,27,11,60,0,13,291,182,139,0,10,1274,5,1,179,1,3837
RAJASTHAN,UDAIPUR,2003,61,77,35,91,2,38,431,294,345,1,42,1706,5,2,136,0,6106
